,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
103,1,0.930575,0.702931,0.679131,0.692625,0.702931,0.783161,0.748198,0.742871,0.769115,0.748198,0.778442,0.748965,0.743763,0.769576,0.748965,valid,2020,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
104,3,0.554863,0.810947,0.805711,0.83006,0.810947,0.708072,0.767909,0.767885,0.800344,0.767909,0.706505,0.763614,0.765003,0.797962,0.763614,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
105,2,0.653244,0.782778,0.775001,0.799786,0.782778,0.717846,0.761466,0.753796,0.781076,0.761466,0.721366,0.764918,0.755742,0.775585,0.764918,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
106,1,0.901298,0.712164,0.691492,0.708725,0.712164,0.741465,0.749271,0.750473,0.785119,0.749271,0.736973,0.755561,0.756362,0.790258,0.755561,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
107,3,0.489243,0.832146,0.681748,,,0.810338,0.757171,0.54753,,,,,,,,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
108,2,0.627928,0.791446,0.607601,,,0.723947,0.76116,0.570438,,,,,,,,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
109,1,0.910993,0.70878,0.46422,,,0.732439,0.757862,0.562241,,,,,,,,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
110,3,0.452971,0.844198,0.707998,,,0.838679,0.753873,0.553949,,,,,,,,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
111,2,0.592407,0.800094,0.627752,,,0.758402,0.761697,0.561159,,,,,,,,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
112,1,0.862761,0.720659,0.492525,,,0.726055,0.7551,0.567194,,,,,,,,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
113,3,0.470278,0.839672,0.698269,,,0.842433,0.756174,0.566864,,,,,,,,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
114,2,0.614663,0.795703,0.619139,,,0.727021,0.76208,0.562706,,,,,,,,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
